Image,Label
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00480.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00481.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00482.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00483.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00484.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00485.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00486.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00487.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00488.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00489.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00490.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00491.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00492.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00493.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00494.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00495.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00496.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00497.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00498.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00499.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00500.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00501.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00502.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00503.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00504.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00505.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00506.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00507.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00508.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00509.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00510.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00511.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00512.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00513.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00514.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00515.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00516.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00517.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00518.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00519.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00520.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00521.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00522.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00523.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00524.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00525.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00526.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00527.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00528.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00529.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00530.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00531.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00532.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00533.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00534.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00535.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00536.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00537.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00538.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00539.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00540.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00541.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00542.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00543.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00544.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00545.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00546.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00547.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00548.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00549.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00550.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00551.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00552.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00553.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00554.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00555.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00556.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00557.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00558.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00559.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00560.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00561.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00562.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00563.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00564.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00565.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00566.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00567.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00568.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00569.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00570.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00571.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00572.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00573.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00574.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00575.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00576.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00577.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00578.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00579.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00580.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00581.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00582.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00583.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00584.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00585.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00586.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00587.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00588.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00589.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00590.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00591.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00592.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00593.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00594.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00595.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00596.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00597.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00598.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00599.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00600.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00601.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00602.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00603.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00604.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00605.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00606.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00607.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00608.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00609.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00610.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00611.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00612.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00613.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00614.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00615.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00616.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00617.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00618.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00619.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00620.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00621.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00622.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00623.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00624.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00625.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00626.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00627.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00628.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00629.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00630.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00631.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00632.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00633.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00634.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00635.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00636.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00637.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00638.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00639.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00640.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00641.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00642.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00643.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00644.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00645.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00646.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00647.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00648.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00649.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00650.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00651.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00652.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00653.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00654.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00655.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00656.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00657.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00658.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00659.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00660.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00661.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00662.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00663.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00664.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00665.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00666.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00667.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00668.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00669.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00670.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00671.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00672.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00673.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00674.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00675.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00676.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00677.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00678.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00679.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00680.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00681.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00682.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00683.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00684.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00685.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00686.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00687.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00688.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00689.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00690.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00691.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00692.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00693.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00694.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00695.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00696.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00697.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00698.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00699.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00700.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00701.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00702.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00703.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00704.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00705.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00706.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00707.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00708.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00709.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00710.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00711.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00712.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00713.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00714.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00715.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00716.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00717.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00718.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00719.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00720.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00721.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00722.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00723.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00724.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00725.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00726.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00727.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00728.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00729.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00730.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00731.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00732.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00733.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00734.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00735.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00736.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00737.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00738.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00739.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00740.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00741.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00742.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00743.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00744.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00745.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00746.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00747.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00748.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00749.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00750.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00751.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00752.png,Gilt-Head Bream
..\data\Fish_Dataset\Gilt-Head Bream\Gilt-Head Bream\00753.png,Gilt-Head Bream
